run_id,timestamp,failure,phase,model_risk,sensor_556__z,sensor_556__imr_alert,sensor_556__ewma,sensor_556__ewma_alert,sensor_556__cusum,sensor_556__cusum_alert,sensor_550__z,sensor_550__imr_alert,sensor_550__ewma,sensor_550__ewma_alert,sensor_550__cusum,sensor_550__cusum_alert,sensor_285__z,sensor_285__imr_alert,sensor_285__ewma,sensor_285__ewma_alert,sensor_285__cusum,sensor_285__cusum_alert,sensor_542__z,sensor_542__imr_alert,sensor_542__ewma,sensor_542__ewma_alert,sensor_542__cusum,sensor_542__cusum_alert,sensor_553__z,sensor_553__imr_alert,sensor_553__ewma,sensor_553__ewma_alert,sensor_553__cusum,sensor_553__cusum_alert,sensor_345__z,sensor_345__imr_alert,sensor_345__ewma,sensor_345__ewma_alert,sensor_345__cusum,sensor_345__cusum_alert,sensor_021__z,sensor_021__imr_alert,sensor_021__ewma,sensor_021__ewma_alert,sensor_021__cusum,sensor_021__cusum_alert,sensor_014__z,sensor_014__imr_alert,sensor_014__ewma,sensor_014__ewma_alert,sensor_014__cusum,sensor_014__cusum_alert,sensor_030__z,sensor_030__imr_alert,sensor_030__ewma,sensor_030__ewma_alert,sensor_030__cusum,sensor_030__cusum_alert,sensor_025__z,sensor_025__imr_alert,sensor_025__ewma,sensor_025__ewma_alert,sensor_025__cusum,sensor_025__cusum_alert,sensor_029__z,sensor_029__imr_alert,sensor_029__ewma,sensor_029__ewma_alert,sensor_029__cusum,sensor_029__cusum_alert,sensor_150__z,sensor_150__imr_alert,sensor_150__ewma,sensor_150__ewma_alert,sensor_150__cusum,sensor_150__cusum_alert,sensor_059__z,sensor_059__imr_alert,sensor_059__ewma,sensor_059__ewma_alert,sensor_059__cusum,sensor_059__cusum_alert,sensor_549__z,sensor_549__imr_alert,sensor_549__ewma,sensor_549__ewma_alert,sensor_549__cusum,sensor_549__cusum_alert,sensor_543__z,sensor_543__imr_alert,sensor_543__ewma,sensor_543__ewma_alert,sensor_543__cusum,sensor_543__cusum_alert,imr_alert,ewma_alert,cusum_alert,ewma_score,cusum_score,t2,q_spe,t2_alert,q_alert,mspc_alert,t2_ratio,q_ratio,spc_alert,spc_score
0,2008-07-19 11:55:00,0,phase_i,0.09490305946552238,-0.7639875433107323,False,-0.15279750866214648,False,0.26398754331073226,False,-0.8711415204974999,False,-0.1742283040995,False,0.37114152049749993,False,-0.6277357480247697,False,-0.12554714960495394,False,0.12773574802476972,False,-0.06714419778621321,False,-0.013428839557242642,False,-0.0,False,-0.9451236106043095,False,-0.1890247221208619,False,0.4451236106043095,False,-0.1315599409957485,False,-0.0263119881991497,False,-0.0,False,0.47182559672642216,False,0.09436511934528444,False,-0.0,False,-0.4072412593552287,False,-0.08144825187104575,False,-0.0,False,-0.931699489951077,False,-0.18633989799021541,False,0.431699489951077,False,-1.1610801224099105,False,-0.23221602448198211,False,0.6610801224099105,False,-1.13683215889957,False,-0.227366431779914,False,0.63683215889957,False,-0.77349864680648,False,-0.154699729361296,False,0.27349864680647995,False,-0.6171158913537157,False,-0.12342317827074314,False,0.1171158913537157,False,-0.5416622498110805,False,-0.1083324499622161,False,0.041662249811080465,False,0.03485010756887042,False,0.006970021513774085,False,-0.0,False,False,False,False,0.23221602448198211,0.1322160244819821,4.36528781706624,0.1939942517424021,False,False,False,0.05492780476333935,0.017199446503185348,False,0.23221602448198211
1,2008-07-19 12:32:00,0,phase_i,0.09748547377563732,-0.30376778606035987,False,-0.18299156414178916,False,0.06775532937109219,False,-0.2952112834680909,False,-0.1984248999732182,False,0.16635280396559082,False,-0.05117248360223468,False,-0.11067221640441009,False,-0.0,False,-0.06714419778621321,False,-0.02417191120303676,False,-0.0,False,-0.3561549420344676,False,-0.22245076610358305,False,0.3012785526387771,False,-0.1315599409957485,False,-0.04736157875846947,False,-0.0,False,0.44156612398338385,False,0.16380532027290434,False,-0.0,False,0.3383818328738277,False,0.002517765077928946,False,-0.0,False,0.570345302333525,False,-0.03500285792546734,False,0.07034530233352498,False,0.8201091543563139,False,-0.021750988714322905,False,0.32010915435631393,False,-0.532041792872512,False,-0.2883015039984336,False,0.6688739517720821,False,-0.1829901077902034,False,-0.16035780504707747,False,-0.0,False,-0.4106336615933708,False,-0.1808652749352687,False,0.027749552947086475,False,-0.12864361350703762,False,-0.11239468267118041,False,-0.0,False,0.03485010756887042,False,0.012546038724793353,False,-0.0,False,False,False,False,0.2883015039984336,0.13377479035441642,1.464461335226051,0.4032569542828791,False,False,False,0.018427111722226944,0.03575258725416065,False,0.2883015039984336
2,2008-07-19 13:17:00,1,phase_i,0.6608826349862239,-0.2918557123683554,False,-0.20476439378710243,False,-0.0,False,-0.2651953753492943,False,-0.21177899504843342,False,-0.0,False,-0.6098312719702433,False,-0.21050402751757674,False,0.10983127197024334,False,-0.06714419778621321,False,-0.032766368519672046,False,-0.0,False,-0.3381630487142508,False,-0.24559322262571665,False,0.13944160135302797,False,0.31401077886607687,False,0.0249128927664398,False,-0.0,False,0.43316071488809543,False,0.21767639919594256,False,-0.0,False,0.12167982366801174,False,0.026350176795945503,False,-0.0,False,-0.6057238116254828,False,-0.14914704866547046,False,0.10572381162548283,False,0.8935778458043403,False,0.16131477818940973,False,0.7136870001606543,False,-0.3673013496111543,False,-0.30410147312097774,False,0.5361753013832364,False,-0.6128240294376023,False,-0.2508510499251824,False,0.11282402943760228,False,1.4651380473065825,False,0.14833538951310155,False,0.9651380473065825,False,-0.8769345595110841,False,-0.2653026580391612,False,0.3769345595110841,False,0.03485010756887042,False,0.017006852493608768,False,-0.0,False,False,False,False,0.30410147312097774,0.1930276094613165,2.978133436265519,1.423779356806638,False,False,False,0.03747343561330245,0.12623166232911076,False,0.30410147312097774
3,2008-07-19 14:43:00,0,phase_i,0.08474252531925167,22.09799240338395,True,4.255786965647109,True,21.59799240338395,True,21.40629028642182,True,4.111834861245617,True,20.90629028642182,True,0.7260578867647463,False,-0.02319164466111215,False,0.22605788676474625,False,-0.06714419778621321,False,-0.039641934372980275,False,-0.0,False,20.83034152617656,True,3.9695937271347392,True,20.33034152617656,True,0.026132534130766577,False,0.025156821039305156,False,-0.0,False,0.4055909730555494,False,0.25525931396786394,False,-0.0,False,0.15202692087333233,False,0.051485525611422875,False,-0.0,False,0.47127426284241314,False,-0.025062786363893738,False,-0.0,False,0.9009740227957526,False,0.3092466271106783,False,1.114661022956407,False,0.4022294596772624,False,-0.16283528656132973,False,-0.0,False,0.6344566681667871,False,-0.07378950630678852,False,0.13445666816678714,False,1.5103348127583278,False,0.42073527416214684,False,1.9754728600649103,False,1.4920253240145038,False,0.08616293837157182,False,0.9920253240145038,False,0.03485010756887042,False,0.0205755035086611,False,-0.0,False,True,True,True,4.255786965647109,4.31959848067679,468.32535097490864,0.6902354749063457,True,False,True,5.89287225082914,0.06119597884279778,True,5.89287225082914
4,2008-07-19 15:22:00,0,phase_i,0.1332622567784181,0.405749561331062,True,3.485779484783899,True,21.503741964715015,True,0.3857746319771059,True,3.366622815391915,True,20.79206491839893,True,1.0602747731159055,False,0.1935016388942914,False,0.7863326598806517,False,-0.06714419778621321,False,-0.04514238705562687,False,-0.0,False,0.7672537727966621,True,3.329125736267124,True,20.59759529897322,True,-0.1315599409957485,False,-0.006186531367705576,False,-0.0,False,0.39483204941358024,False,0.28317386105700726,False,-0.0,False,0.4778428505335873,False,0.13675699059585578,False,-0.0,False,2.468674252582576,False,0.4736846214254002,False,1.9686742525825758,False,0.7777044062722188,False,0.40293818294298644,False,1.3923654292286258,False,1.6667236728184984,False,0.20307650531463595,False,1.1667236728184984,False,0.6145189419239339,False,0.06387218333935596,False,0.248975610090721,False,-1.4783563114232983,True,0.04091695704505782,False,0.9783563114232983,False,0.31731601575670565,False,0.13239355384859858,False,0.8093413397712095,False,0.03485010756887042,False,0.023430424320702966,False,-0.0,False,True,True,True,3.485779484783899,4.300748392943003,7.519256245498539,1.9293409765749383,False,False,False,0.09461374743804128,0.17105453700281448,True,4.300748392943003
5,2008-07-19 17:53:00,0,phase_i,0.12765875379782773,-0.31653581714340645,False,2.7253164243984385,True,20.687206147571608,True,-0.2839553179235424,False,2.6365071887288236,True,20.008109600475386,True,-0.6521954147659259,False,0.02436222816224795,False,0.1521954147659259,False,-0.06714419778621321,False,-0.049542749201744146,False,-0.0,False,-0.30290234052876686,False,2.602720120907946,True,19.794692958444454,True,-0.1315599409957485,False,-0.03126121329331416,False,-0.0,False,-0.38754342917586554,False,0.1490304030104327,False,-0.0,False,-0.16788912620175403,False,0.07582776723633383,False,-0.0,False,-1.6923094060441315,True,0.04048581593149386,False,1.1923094060441315,False,-1.1734070840622635,False,0.08766912954193651,False,0.6734070840622635,False,-2.0988075100158197,True,-0.25730029775145524,False,1.5988075100158197,False,-0.4515630083556996,False,-0.03921485499965516,False,-0.0,False,1.8294992776252872,True,0.3986334211611037,False,1.3294992776252872,False,0.4097182926182387,False,0.18785850160252662,False,0.7190596323894483,False,0.03485010756887042,False,0.02571436097033646,False,-0.0,False,True,True,True,2.7253164243984385,4.137441229514321,6.453831529833019,3.2110096080985637,False,False,False,0.08120765757076599,0.2846867238573651,True,4.137441229514321
6,2008-07-19 19:44:00,0,phase_i,0.08609453312149251,-0.6735413789906031,False,2.04554486372063,True,19.513664768581005,True,-0.721061979903517,False,1.9649933550023557,True,18.78704762057187,True,0.1824662531092897,False,0.05598303315165631,False,-0.0,False,-0.06714419778621321,False,-0.053063038918637964,False,-0.0,False,-1.0573283732017849,False,1.8707104220859998,True,18.23736458524267,True,-0.1315599409957485,False,-0.05132095883380103,False,-0.0,False,-0.5166505128794956,False,0.01589421983244703,False,0.016650512879495594,False,-0.04131290959006369,False,0.05239963187105433,False,-0.0,False,0.5032326626782557,False,0.13303518528084624,False,0.18907674336587577,False,-1.107827648071744,False,-0.15143022598079958,False,1.2812347321340074,False,0.017587734044511784,False,-0.20232269139226186,False,1.0812197759713078,False,0.39461754953952105,False,0.04755162590818009,False,-0.0,False,-0.30439762942082244,False,0.25802721104471843,False,0.5251016482044648,False,-0.9248106636855642,False,-0.034675331455091524,False,0.4248106636855642,False,0.03485010756887042,False,0.027541510290043255,False,-0.0,False,False,True,True,2.04554486372063,3.902732953716201,2.9269062048744052,0.6995733565751953,False,False,False,0.03682885054071758,0.062023871395148845,True,3.902732953716201
7,2008-07-19 19:45:00,0,phase_i,0.17268227915594142,-0.3043384243210546,False,1.5755682061122933,True,18.70932634425995,True,-0.3008392662403651,False,1.5118268307538116,True,17.986208354331502,True,3.4441138937089937,True,0.7336092052631238,False,2.9441138937089937,False,-0.06714419778621321,False,-0.05587927069215301,False,-0.0,False,-0.628798053577234,False,1.370808726953353,True,17.108566531665435,True,-0.1315599409957485,False,-0.06736875526619053,False,-0.0,False,0.5034299349247066,False,0.11340136285089894,False,0.003429934924706557,False,1.5361258124053965,False,0.3491448679779228,False,1.0361258124053965,False,1.0081753800845683,False,0.30806322424159066,False,0.511408042762824,False,0.9714842434472134,False,0.07315266790480301,False,0.4714842434472134,False,0.759661802789368,False,-0.00992579255593587,False,0.259661802789368,False,3.6588338180937443,True,0.769808064345293,False,3.1588338180937443,False,1.8975796560212268,True,0.5859377000400201,False,1.9226813042256916,False,-0.5108149640310219,False,-0.1299032579702776,False,0.4356256277165861,False,0.03485010756887042,False,0.02900322974580869,False,-0.0,False,True,True,True,1.5755682061122933,3.74186526885199,13.681341882968967,3.0433018054777548,False,False,False,0.17215040733631737,0.2698178225706735,True,3.74186526885199
8,2008-07-19 20:24:00,0,phase_i,0.24962657952815584,-0.032571952665146384,False,1.2539401743568053,True,18.1767543915948,True,-0.006308167824674164,False,1.2081998310381146,True,17.47990018650683,True,0.12043653825371778,True,0.6109746718612425,False,2.5645504319627115,False,-0.06714419778621321,False,-0.05813225611096505,False,-0.0,False,0.10742341564175854,False,1.1181316646910342,True,16.715989947307193,True,-0.1315599409957485,False,-0.08020699241210213,False,-0.0,False,2.1159236157648365,False,0.5139058134336865,False,1.6193535506895431,False,1.1958653426228323,False,0.5184889629069047,False,1.7319911550282288,False,-0.2541814134312139,False,0.19561429670702973,False,-0.0,False,-2.208871862859942,False,-0.383252238248146,False,1.708871862859942,False,-0.8345606548974986,False,-0.17485276502424846,False,0.33456065489749864,False,0.09848367446184497,True,0.6355431863686035,False,2.7573174925555892,False,1.722220117797163,False,0.8131941835914487,False,3.144901422022855,False,-0.6484413159728218,False,-0.23361086957078644,False,0.5840669436894079,False,0.03485010756887042,False,0.03017260531042104,False,-0.0,False,True,True,True,1.2539401743568053,3.6353508783189605,10.824637233434249,2.520195188409442,False,False,False,0.13620489312698805,0.2234394160203821,True,3.6353508783189605
9,2008-07-19 21:35:00,0,phase_i,0.1319475507404455,-0.37010448386613265,False,0.9291312427122178,False,17.30664990772867,True,-0.4546707953491975,False,0.8756257057606522,False,16.52522939115763,True,1.17122382145379,False,0.7230245017797521,False,3.2357742534165013,False,-0.06714419778621321,False,-0.05993464444601468,False,-0.0,False,-0.6158677094416642,False,0.7713317898644946,False,15.600122237865527,True,-0.1315599409957485,False,-0.09047758212883142,False,-0.0,False,0.5545348222240601,False,0.5220316151917612,False,1.6738883729136034,False,1.1090963797754398,False,0.6366104462806118,False,2.341087534803669,False,0.07179426489438023,False,0.17085029034449983,False,-0.0,False,-1.137905434503486,False,-0.5341828774992141,False,2.346777297363428,False,-0.25722702941400005,False,-0.19132761790219877,False,0.09178768431149864,False,1.9456553704909123,False,0.8975656231930653,False,4.202972863046502,False,1.8308276354991846,False,1.016720873972996,True,4.47572905752204,False,-0.09989003490662106,False,-0.20686670263795337,False,0.183956978596029,False,0.03485010756887042,False,0.03110810576211092,False,-0.0,False,False,True,True,1.016720873972996,3.4613299815457337,5.387499259923212,1.9041434621423021,False,False,False,0.06779014807563764,0.1688205362651388,True,3.4613299815457337
